team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;avg distance to ball per game;avg distance to ball has possession per game;avg distance to ball no possession per game;avg distance to team mates per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
NAV;Andy;3;3;100.00;938;312.67;3;1;4;1.33;0;0;7;2.33;9;3;3;1;1;0.33;42.86;461.51;52.07;8241;2747;6263;2087.67;1978;659.33;79;26.33;151;50.33;1623;541;1101;367;522;174;14;4.67;45;15;98;32.67;124.75;41.58;940;313.33;1559;519.67;297;99;1621.01;1592791;530930.31;443.76;147.92;381.73;127.24;227.98;75.99;550.2;183.4;413.65;137.88;89.62;29.87;16.2;5.4;0.08;215;71.67;284;94.67;353.9;117.97;290.74;96.91;762.73;254.24;603.31;201.1;450.17;150.06;428.98;142.99;344.58;114.86;279.92;93.31;2729.25;2725.7;2722.27;3651.94;2;0.67;3;1
Darko & Dorca & Chazie.;Chazie.;8;6;75.00;2785;348.12;6;0.75;4;0.5;8;1;27;3.38;49;6.12;10;1.25;3;0.38;22.22;439.1;40.88;19718;2464.75;13537;1692.12;6181;772.62;149;18.62;483;60.38;4540;567.5;2583;322.88;1957;244.62;29;3.62;158;19.75;733.37;91.67;223.83;27.98;4145;518.12;1383;172.88;344;43;1651.14;4337031;542128.88;964.39;120.55;1296.39;162.05;496.15;62.02;1495.96;187;1114.98;139.37;145.99;18.25;34.38;4.3;0.12;283;35.38;835.9;104.49;978.2;122.28;840.14;105.02;1916.78;239.6;1604.47;200.56;1152.45;144.06;1149.28;143.66;884.75;110.59;722.89;90.36;2732.89;2594.66;2883.72;3609.88;10;1.25;4;0.5
SY;Cynical;7;1;14.29;2025;289.29;4;0.57;1;0.14;8;1.14;12;1.71;75;10.71;22;3.14;9;1.29;33.33;371.59;48.34;15900;2271.43;11063;1580.43;4837;691;129;18.43;436;62.29;3191;455.86;1828;261.14;1363;194.71;21;3;122;17.43;324.41;46.34;202.17;28.88;1588;226.86;2056;293.71;296;42.29;1547.09;3713987;530569.56;1110.84;158.69;1059.55;151.36;374.9;53.56;1215.73;173.68;1148.83;164.12;180.77;25.82;44.12;6.3;0.11;424;60.57;767.9;109.7;880.6;125.8;814.91;116.42;1730.39;247.2;1744.51;249.22;800.8;114.4;1334.56;190.65;743.18;106.17;467.57;66.8;2990.99;2859.53;3026.62;3745.02;9;1.29;12;1.71
Darko & Dorca & Chazie.;Darko;8;6;75.00;3012;376.5;6;0.75;3;0.38;11;1.38;20;2.5;49;6.12;10;1.25;4;0.5;30;474.83;52.7;21774;2721.75;13928;1741;7846;980.75;166;20.75;697;87.12;4964;620.5;2425;303.12;2539;317.38;27;3.38;228;28.5;243.32;30.42;331.18;41.4;4842;605.25;2797;349.62;408;51;1600.39;4187014;523376.75;1181.8;147.73;933.77;116.72;636.28;79.54;1605.68;200.71;973.84;121.73;172.35;21.54;58.88;7.36;0.12;492;61.5;990.4;123.8;777.4;97.18;701.97;87.75;2049.9;256.24;1667.71;208.46;1084.17;135.52;1195.33;149.42;957.15;119.64;599.41;74.93;2761.87;2695.69;2797.11;3604.68;13;1.62;7;0.88
Darko & Dorca & Chazie.;Dorca;8;6;75.00;2716;339.5;6;0.75;5;0.62;9;1.12;20;2.5;49;6.12;10;1.25;3;0.38;30;419.35;44.89;18527;2315.88;13230;1653.75;5297;662.12;145;18.12;405;50.62;3847;480.88;2007;250.88;1840;230;23;2.88;134;16.75;517.88;64.74;209.55;26.19;3397;424.62;1359;169.88;311;38.88;1616.27;4223110;527888.75;1101.81;137.73;1006.07;125.76;637.03;79.63;1381.01;172.63;1228.72;153.59;135.13;16.89;37.34;4.67;0.11;330;41.25;865.7;108.21;889.7;111.21;820.02;102.5;1924.89;240.61;1617.62;202.2;1127.27;140.91;1159.97;145;914.42;114.3;670.52;83.82;2749.75;2707.51;2783.66;3554.33;10;1.25;9;1.12
RVT;GeneralZippy;9;3;33.33;2711;301.22;3;0.33;4;0.44;9;1;25;2.78;67;7.44;22;2.44;4;0.44;12;394.04;52.6;20454;2272.67;12631;1403.44;7823;869.22;151;16.78;519;57.67;3630;403.33;1246;138.44;2384;264.89;16;1.78;153;17;270.85;30.09;490.07;54.45;2399;266.56;2417;268.56;243;27;1529.7;4591325;510147.22;1406.27;156.25;1324.01;147.11;429.93;47.77;1749.02;194.34;1226.03;136.23;185.15;20.57;41.28;4.59;0.12;337;37.44;1048.9;116.54;1017.2;113.02;949.61;105.51;2210.59;245.62;1959.87;217.76;1200.34;133.37;1381.02;153.45;1114.49;123.83;664.71;73.86;2802.6;2624.69;2957.74;3858.57;12;1.33;5;0.56
NAV;Halio Storn;4;3;75.00;1612;403;3;0.75;4;1;4;1;15;3.75;15;3.75;6;1.5;4;1;20;448.09;43.37;10360;2590;6998;1749.5;3362;840.5;78;19.5;268;67;1888;472;1015;253.75;873;218.25;11;2.75;75;18.75;271.56;67.89;100.26;25.06;2137;534.25;751;187.75;90;22.5;1584.75;2143664;535916;606.45;151.61;570.58;142.65;268.18;67.04;738.85;184.71;575.85;143.96;130.5;32.62;44.81;11.2;0.3;153;38.25;530.4;132.6;376.6;94.15;330.75;82.69;1114.45;278.61;884.54;221.14;560.67;140.17;655.74;163.93;437.8;109.45;351.68;87.92;2889.63;2631.82;3181.65;3739.2;5;1.25;4;1
JLO;Hud;5;3;60.00;2454;490.8;5;1;3;0.6;15;3;12;2.4;48;9.6;10;2;2;0.4;41.67;412.44;48.03;12714;2542.8;7055;1411;5659;1131.8;85;17;374;74.8;2161;432.2;799;159.8;1362;272.4;10;2;93;18.6;244.53;48.91;112.98;22.6;1017;203.4;936;187.2;79;15.8;1524.17;2585568;517113.59;842.21;168.44;760.4;152.08;203.33;40.67;982.41;196.48;700.69;140.14;122.82;24.56;37.71;7.54;0.1;384;76.8;620.5;124.1;509;101.8;496.5;99.3;1309.43;261.89;1263.01;252.6;542.92;108.58;967.47;193.49;547.29;109.46;291.16;58.23;2417.23;2353.33;2481.38;3520.16;8;1.6;6;1.2
NCR;LEUMYY;3;3;100.00;1544;514.67;2;0.67;3;1;6;2;11;3.67;21;7;3;1;0;0;18.18;467.8;48.48;8774;2924.67;6025;2008.33;2749;916.33;73;24.33;233;77.67;2732;910.67;1719;573;1013;337.67;20;6.67;84;28;138.84;46.28;111.16;37.05;1718;572.67;1204;401.33;178;59.33;1652.36;1763385;587795;397.17;132.39;512.81;170.94;207.87;69.29;585.76;195.25;437.8;145.93;94.28;31.43;15.64;5.21;0.08;182;60.67;311.1;103.7;448.6;149.53;334.99;111.66;782.86;260.95;605.87;201.96;511.98;170.66;405.02;135.01;380.97;126.99;331.86;110.62;2567.24;2357.11;2812.02;3721.75;6;2;1;0.33
SY;Luminati7;7;1;14.29;2514;359.14;4;0.57;0;0;16;2.29;11;1.57;75;10.71;22;3.14;11;1.57;36.36;416.68;42.83;16925;2417.86;12656;1808;4269;609.86;140;20;360;51.43;2044;292;1153;164.71;891;127.29;13;1.86;79;11.29;459.87;65.7;198.78;28.4;2926;418;1201;171.57;151;21.57;1587.14;3824285;546326.44;1067.65;152.52;1026.8;146.69;462.52;66.07;1386.64;198.09;1014.43;144.92;155.91;22.27;58.4;8.34;0.1;563;80.43;880.1;125.73;806.5;115.21;707.42;101.06;1849.57;264.22;1822.8;260.4;734.17;104.88;1375.4;196.49;796.58;113.8;385.02;55;2965.16;2795.79;3120.7;3752.92;8;1.14;8;1.14
