team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;avg distance to ball per game;avg distance to ball has possession per game;avg distance to ball no possession per game;avg distance to team mates per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
NAV;Andy;8;6;75.00;3938;492.25;8;1;9;1.12;14;1.75;37;4.62;63;7.88;17;2.12;5;0.62;21.62;449.88;48.58;24642;3080.25;17992;2249;6650;831.25;211;26.38;585;73.12;5356;669.5;3140;392.5;2216;277;37;4.62;194;24.25;433.44;54.18;284.59;35.57;3354;419.25;3107;388.38;580;72.5;1601.88;4930241;616280.12;1355.92;169.49;1285.17;160.65;631.83;78.98;1741.32;217.67;1326.77;165.85;204.81;25.6;58.09;7.26;0.08;712;89;1064.9;133.11;1031.3;128.91;865.86;108.23;2407.03;300.88;2012.69;251.59;1260.21;157.53;1518.81;189.85;959.79;119.97;794.33;99.29;2792.6;2653.74;2932.9;3687.28;10;1.25;15;1.88
SOL;Chazie.;5;2;40.00;1782;356.4;6;1.2;0;0;7;1.4;13;2.6;43;8.6;16;3.2;6;1.2;46.15;406.24;42.38;12585;2517;8793;1758.6;3792;758.4;100;20;323;64.6;2280;456;1232;246.4;1048;209.6;13;2.6;90;18;335.71;67.14;151.31;30.26;2377;475.4;1139;227.8;67;13.4;1663.76;2948137;589627.38;684.7;136.94;871;174.2;342.97;68.59;1024.94;204.99;756.16;151.23;117.56;23.51;24.32;4.86;0.12;194;38.8;679;135.8;549.7;109.94;549.6;109.92;1349.05;269.81;1280.12;256.02;618.55;123.71;1001.48;200.3;505.58;101.12;391.62;78.32;2826.4;2790.08;2865.63;3612.28;13;2.6;6;1.2
NCR;Claymore;3;0;0.00;1159;386.33;1;0.33;2;0.67;8;2.67;6;2;30;10;8;2.67;3;1;16.67;441.14;44.21;7752;2584;5665;1888.33;2087;695.67;61;20.33;175;58.33;835;278.33;474;158;361;120.33;5;1.67;33;11;157.7;52.57;64.76;21.59;816;272;507;169;37;12.33;1590.38;1535317;511772.34;420.62;140.21;409.2;136.4;190.31;63.44;546.08;182.03;402.5;134.17;71.54;23.85;22.37;7.46;0.1;216;72;403.8;134.6;315;105;315.66;105.22;704.45;234.82;694.83;231.61;325.28;108.43;542.33;180.78;286.9;95.63;190.87;63.62;2845.39;2753.58;2919.44;3679.62;8;2.67;11;3.67
SOL;Darko;5;2;40.00;1828;365.6;4;0.8;1;0.2;7;1.4;19;3.8;43;8.6;16;3.2;4;0.8;21.05;448.18;52.36;14910;2982;10442;2088.4;4468;893.6;127;25.4;407;81.4;3347;669.4;2074;414.8;1273;254.6;24;4.8;102;20.4;194.16;38.83;238.15;47.63;3175;635;2357;471.4;370;74;1581.88;2799602;559920.38;866.29;173.26;611.15;122.23;418.93;83.79;1129.89;225.98;654.5;130.9;111.96;22.39;33.98;6.8;0.13;269;53.8;589.4;117.88;599.3;119.86;571.21;114.24;1325.13;265.03;1241.27;248.25;655.05;131.01;874.73;174.95;681.34;136.27;340.3;68.06;2928.84;2902.33;2946.07;3630.25;4;0.8;6;1.2
SOL;Dorca;5;2;40.00;1933;386.6;3;0.6;9;1.8;4;0.8;13;2.6;43;8.6;16;3.2;6;1.2;23.08;430.03;45.51;12937;2587.4;9884;1976.8;3053;610.6;112;22.4;255;51;2761;552.2;1942;388.4;819;163.8;24;4.8;65;13;343.8;68.76;121.16;24.23;2854;570.8;1149;229.8;383;76.6;1619.01;2883398;576679.62;758.49;151.7;744.54;148.91;404.95;80.99;978.1;195.62;823.12;164.62;106.75;21.35;20.42;4.08;0.1;208;41.6;561.2;112.24;636.6;127.32;590.17;118.03;1317.81;263.56;1220.02;244;687.9;137.58;917.59;183.52;589.82;117.96;400.58;80.12;2663.87;2575.18;2724.41;3549.46;5;1;3;0.6
RH;Dr3.;4;1;25.00;1057;264.25;2;0.5;1;0.25;4;1;8;2;28;7;13;3.25;3;0.75;25;411.22;49.74;9391;2347.75;6774;1693.5;2617;654.25;79;19.75;227;56.75;1903;475.75;1102;275.5;801;200.25;12;3;65;16.25;169.92;42.48;171.47;42.87;1647;411.75;1174;293.5;104;26;1600.53;2080929;520232.25;571.94;142.99;566.97;141.74;240.63;60.16;807.99;202;476.95;119.24;94.61;23.65;21.1;5.28;0.11;196;49;431.7;107.93;498.2;124.55;469.63;117.41;909.92;227.48;926.23;231.56;453.32;113.33;667.01;166.75;477.05;119.26;235.49;58.87;2951.98;2923.08;2997.9;3744.67;5;1.25;4;1
RH;Duri;4;1;25.00;1036;259;0;0;1;0.25;8;2;7;1.75;28;7;13;3.25;3;0.75;0;393.05;46.48;9130;2282.5;6416;1604;2714;678.5;73;18.25;225;56.25;1407;351.75;683;170.75;724;181;8;2;56;14;170.26;42.57;138.08;34.52;1022;255.5;973;243.25;136;34;1529.14;1978616;494654;635.68;158.92;551.92;137.98;186.06;46.51;773.62;193.4;517.76;129.44;82.28;20.57;22.42;5.61;0.09;248;62;492.5;123.12;408.1;102.02;408.21;102.05;965.46;241.36;944.41;236.1;429.26;107.32;702.05;175.51;422.23;105.56;249.39;62.35;2824.22;2601.55;2972.52;3666.65;6;1.5;6;1.5
RVT;FallenRealms;2;1;50.00;1495;747.5;7;3.5;1;0.5;4;2;11;5.5;18;9;8;4;2;1;63.64;464.6;47.2;5360;2680;3828;1914;1532;766;43;21.5;143;71.5;1186;593;750;375;436;218;8;4;39;19.5;75.51;37.75;78.37;39.19;792;396;449;224.5;51;25.5;1580.33;1099244;549622;339.41;169.71;306.08;153.04;117.11;58.56;412.01;206.01;288.47;144.24;62.12;31.06;15.02;7.51;0.08;188;94;207.4;103.7;270.2;135.1;216.35;108.18;546.25;273.12;472.7;236.35;289.9;144.95;344.35;172.18;248.61;124.31;169.64;84.82;2917.8;2701.53;3122.47;3871.2;2;1;1;0.5
BR;Flakers.;2;1;50.00;909;454.5;2;1;0;0;4;2;5;2.5;31;15.5;7;3.5;5;2.5;40;407.69;48.5;7404;3702;5357;2678.5;2047;1023.5;68;34;186;93;1477;738.5;1007;503.5;470;235;12;6;43;21.5;103.68;51.84;113.32;56.66;1290;645;1484;742;196;98;1552.18;1678586;839293;460.57;230.29;505.85;252.92;157.36;78.68;626.96;313.48;448.9;224.45;47.94;23.97;18.54;9.27;0.09;187;93.5;415.9;207.95;354.3;177.15;332.25;166.12;791.53;395.76;775.37;387.68;348.41;174.21;582.16;291.08;334.03;167.01;207.59;103.79;3077.04;3048.8;3088.6;3795.48;4;2;3;1.5
RVT;GeneralZippy;5;3;60.00;1844;368.8;7;1.4;2;0.4;3;0.6;14;2.8;45;9;13;2.6;2;0.4;50;383.66;47.91;12218;2443.6;8232;1646.4;3986;797.2;92;18.4;347;69.4;1915;383;751;150.2;1164;232.8;8;1.6;103;20.6;209.53;41.91;198.97;39.79;890;178;975;195;81;16.2;1513.98;2670297;534059.38;871.79;174.36;810.49;162.1;208.75;41.75;1093.05;218.61;683.94;136.79;114.04;22.81;30.4;6.08;0.11;269;53.8;586.9;117.38;613.7;122.74;516.96;103.39;1374.06;274.81;1199.26;239.85;691.77;138.35;850.02;170;654.87;130.97;386.14;77.23;2897.38;2840.01;2958.82;3801.49;5;1;8;1.6
