team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;avg distance to ball per game;avg distance to ball has possession per game;avg distance to ball no possession per game;avg distance to team mates per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
LEGACY;%cold.[  ];12;8;66.67;4473;372.75;12;1;5;0.42;17;1.42;36;3;88;7.33;21;1.75;8;0.67;33.33;348.43;43.8;23404;1950.33;11369;947.42;12035;1002.92;135;11.25;1055;87.92;5036;419.67;1762;146.83;3274;272.83;20;1.67;294;24.5;285.15;23.76;269.74;22.48;3897;324.75;2194;182.83;282;23.5;1427;5542505;461875.41;2269.93;189.16;1497.6;124.8;376.28;31.36;2837.65;236.47;1139.41;94.95;166.77;13.9;103.91;8.66;0.12;834;69.5;1220.9;101.74;1323.8;110.32;1094.62;91.22;3049.16;254.1;2787.22;232.27;1356.59;113.05;2014.69;167.89;1387.28;115.61;741.86;61.82;2967.86;2931.87;3020.43;3615.17;11;0.92;23;1.92
TCO;Aidanroan;15;8;53.33;4526;301.73;10;0.67;8;0.53;14;0.93;35;2.33;131;8.73;39;2.6;12;0.8;28.57;420.94;45.29;35865;2391;25261;1684.07;10604;706.93;311;20.73;792;52.8;6982;465.47;4136;275.73;2846;189.73;51;3.4;214;14.27;906.31;60.42;337.13;22.48;6671;444.73;4644;309.6;773;51.53;1564.17;7690981;512732.06;2242.82;149.52;2130.85;142.06;864.21;57.61;2933.93;195.6;2108.87;140.59;195.06;13;78.8;5.25;0.18;444;29.6;1523.6;101.57;1889.7;125.98;1607.53;107.17;3630.34;242.02;3427.22;228.48;1810.68;120.71;2575.39;171.69;1622.11;108.14;1040.37;69.36;2786.45;2682.62;2876.76;3642.56;3;0.2;10;0.67
TPA;Ambro_XL;12;5;41.67;4139;344.92;8;0.67;8;0.67;17;1.42;31;2.58;91;7.58;29;2.42;11;0.92;25.81;408.73;53.28;29027;2418.92;19398;1616.5;9629;802.42;244;20.33;868;72.33;6391;532.58;3785;315.42;2606;217.17;49;4.08;240;20;469.12;39.09;346.72;28.89;3152;262.67;5114;426.17;1076;89.67;1537.9;6129467;510788.91;1872.95;156.08;1830.86;152.57;528.45;44.04;2659.71;221.64;1399.65;116.64;172.93;14.41;59.88;4.99;0.08;737;61.42;1293.3;107.77;1377.2;114.77;1198.28;99.86;3033.99;252.83;2729.01;227.42;1503.27;125.27;2018.29;168.19;1313.37;109.45;900.63;75.05;3006.69;2913.96;3087.53;3918.14;8;0.67;10;0.83
TCO;Blitzcomeback;15;8;53.33;5265;351;12;0.8;9;0.6;22;1.47;37;2.47;131;8.73;39;2.6;13;0.87;32.43;363.23;49.66;30399;2026.6;22736;1515.73;7663;510.87;256;17.07;631;42.07;4780;318.67;3287;219.13;1493;99.53;39;2.6;132;8.8;732.33;48.82;818.43;54.56;3431;228.73;2887;192.47;521;34.73;1439.14;7041874;469458.28;2638.73;175.92;2013.91;134.26;555.63;37.04;2926.78;195.12;2076.54;138.44;204.98;13.67;78.26;5.22;0.12;641;42.73;2047.3;136.49;1377.9;91.86;1191.24;79.42;4017.09;267.81;3681.04;245.4;1527.27;101.82;2890.82;192.72;1427.77;95.18;889.71;59.31;3154.21;3157.88;3162.67;3696.04;11;0.73;20;1.33
SKELETON CREW;Ch3mic19;12;3;25.00;3404;283.67;8;0.67;6;0.5;11;0.92;21;1.75;99;8.25;41;3.42;9;0.75;38.1;359.23;48.39;26283;2190.25;17473;1456.08;8810;734.17;203;16.92;755;62.92;5369;447.42;3095;257.92;2274;189.5;36;3;195;16.25;454.74;37.9;569.7;47.47;3017;251.42;2976;248;480;40;1470.25;6119324;509943.66;2257.31;188.11;1696.24;141.35;505.71;42.14;2632.56;219.38;1647.45;137.29;179.26;14.94;102.4;8.53;0.12;873;72.75;1417.2;118.1;1414.5;117.88;1314.7;109.56;3144.53;262.04;3030;252.5;1429.23;119.1;2298.34;191.53;1334.26;111.19;826.65;68.89;2977.2;2842.69;3090.9;3593.87;14;1.17;18;1.5
TCO;Conic_OW;7;4;57.14;1888;269.71;3;0.43;2;0.29;7;1;12;1.71;60;8.57;20;2.86;9;1.29;25;403.81;52.28;16331;2333;10379;1482.71;5952;850.29;127;18.14;413;59;2830;404.29;1454;207.71;1376;196.57;19;2.71;100;14.29;287.82;41.12;199.92;28.56;1640;234.29;1950;278.57;465;66.43;1464.79;3386307;483758.16;1241.67;177.38;978.52;139.79;249.18;35.6;1521.13;217.3;822.18;117.45;126.07;18.01;63.17;9.02;0.1;614;87.71;681.9;97.41;793.7;113.39;693.92;99.13;1775.44;253.63;1658.23;236.89;811.14;115.88;1228.98;175.57;790.01;112.86;450.38;64.34;2632.32;2584.05;2665.21;3496.55;4;0.57;8;1.14
POND POUNDERS;CumaKazi;12;9;75.00;5032;419.33;15;1.25;7;0.58;20;1.67;44;3.67;76;6.33;23;1.92;2;0.17;34.09;375.78;47.75;27468;2289;18076;1506.33;9392;782.67;218;18.17;833;69.42;4466;372.17;1792;149.33;2674;222.83;25;2.08;236;19.67;542.07;45.17;474.11;39.51;6193;516.08;3926;327.17;746;62.17;1543.17;6204572;517047.66;1881.85;156.82;1825.6;152.13;595.59;49.63;2770.42;230.87;1408.06;117.34;124.53;10.38;47.44;3.95;0.12;376;31.33;1513.8;126.15;1273.2;106.1;1062.91;88.58;3240.13;270.01;2739.16;228.26;1563.88;130.32;2009.93;167.49;1369.11;114.09;923.98;77;3262.06;3257.28;3275.68;3873.28;12;1;11;0.92
AGNI KAI OCELOT;Halcyon7681;14;6;42.86;5776;412.57;11;0.79;11;0.79;22;1.57;40;2.86;111;7.93;36;2.57;16;1.14;27.5;487.7;52.02;42705;3050.36;33479;2391.36;9226;659;408;29.14;717;51.21;7695;549.64;4930;352.14;2765;197.5;61;4.36;212;15.14;869.39;62.1;584.19;41.73;7127;509.07;7391;527.93;1206;86.14;1615.82;8053831;575273.62;2083.41;148.81;2246.13;160.44;974.19;69.58;3029.4;216.39;2048.12;146.29;226.18;16.16;104.65;7.48;0.09;1141;81.5;1874.1;133.86;1606.6;114.76;1330.57;95.04;3973.13;283.79;3484.08;248.86;1819.66;129.98;2595.54;185.4;1645.1;117.51;1063.07;75.93;3108.68;2991.78;3235.26;3837.49;18;1.29;10;0.71
SKELETON CREW;Happy;5;2;40.00;1959;391.8;5;1;1;0.2;8;1.6;15;3;34;6.8;12;2.4;4;0.8;33.33;341.79;49.7;10669;2133.8;6929;1385.8;3740;748;84;16.8;319;63.8;2489;497.8;1463;292.6;1026;205.2;17;3.4;90;18;172.92;34.58;202.02;40.4;1246;249.2;1601;320.2;249;49.8;1454.09;2500105;500021;976.77;195.35;641.45;128.29;211.71;42.34;1053.65;210.73;702.77;140.55;73.5;14.7;36.65;7.33;0.09;403;80.6;516.9;103.38;615.5;123.1;587.98;117.6;1241.94;248.39;1226.07;245.21;603.84;120.77;905.7;181.14;592.64;118.53;331.6;66.32;2750.58;2621.63;2880.57;3487.15;4;0.8;1;0.2
NDK;Hulksmasher178;13;9;69.23;4543;349.46;13;1;7;0.54;13;1;33;2.54;91;7;33;2.54;9;0.69;39.39;475.06;47.96;37455;2881.15;26555;2042.69;10900;838.46;307;23.62;930;71.54;8102;623.23;4950;380.77;3152;242.46;55;4.23;273;21;825.33;63.49;241.38;18.57;6349;488.38;3946;303.54;549;42.23;1651.68;7554912;581147.06;1807.45;139.03;2083.47;160.27;1011.72;77.82;2864.78;220.37;1857.98;142.92;179.91;13.84;77.6;5.97;0.11;699;53.77;1575.9;121.22;1536.5;118.19;1286.59;98.97;3616.06;278.16;3168.73;243.75;1733.93;133.38;2361.85;181.68;1537.99;118.31;1002.78;77.14;2906.76;2856.44;2951.06;3721.1;20;1.54;13;1
