team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;avg distance to ball per game;avg distance to ball has possession per game;avg distance to ball no possession per game;avg distance to team mates per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
VOIDED;AyJake;2;0;0.00;764;382;1;0.5;0;0;6;3;4;2;27;13.5;6;3;2;1;25;428.51;55.45;4699;2349.5;3531;1765.5;1168;584;43;21.5;105;52.5;863;431.5;610;305;253;126.5;8;4;24;12;57.67;28.83;58.77;29.38;630;315;795;397.5;188;94;1597.05;1015736;507868;274.39;137.2;299.07;149.54;102.44;51.22;390.54;195.27;254.85;127.43;30.5;15.25;9.42;4.71;0.13;75;37.5;229.2;114.6;191.1;95.55;183.29;91.65;492.62;246.31;485.2;242.6;190.7;95.35;388;194;185.75;92.88;102.16;51.08;2904.73;2664.86;3120.98;3791.77;1;0.5;2;1
TPO;Barou_Shoei;3;0;0.00;1159;386.33;4;1.33;0;0;6;2;8;2.67;37;12.33;13;4.33;9;3;50;403.29;46.77;7394;2464.67;4857;1619;2537;845.67;57;19;203;67.67;1282;427.33;509;169.67;773;257.67;6;2;60;20;149.61;49.87;105.58;35.19;614;204.67;681;227;90;30;1495.79;1532088;510696;542.38;180.79;428.88;142.96;134.92;44.97;679.24;226.41;403.29;134.43;23.66;7.89;24.34;8.11;0.11;222;74;375.7;125.23;316.7;105.57;298.04;99.35;808.15;269.38;784.96;261.65;321.22;107.07;620.49;206.83;308.65;102.88;177.05;59.02;3163.03;3140.03;3199.64;3563.78;0;0;3;1
NECRO BLOODLUST;Classy;3;3;100.00;860;286.67;1;0.33;1;0.33;5;1.67;5;1.67;14;4.67;4;1.33;1;0.33;20;273.7;56.66;5068;1689.33;3179;1059.67;1889;629.67;46;15.33;161;53.67;1385;461.67;801;267;584;194.67;11;3.67;52;17.33;57.71;19.24;122.42;40.81;382;127.33;1511;503.67;307;102.33;1444.02;1393038;464346;536.38;178.79;396.85;132.28;85.35;28.45;607.86;202.62;366.62;122.21;44.1;14.7;26.23;8.74;0.13;208;69.33;349.7;116.57;300;100;242.83;80.94;775.75;258.58;607.49;202.5;411.09;137.03;423.84;141.28;356.47;118.82;238.27;79.42;2864.99;2776.75;3001.16;3603.19;3;1;4;1.33
BLACK JACKETS;Cokilla.;3;0;0.00;736;245.33;1;0.33;1;0.33;5;1.67;1;0.33;30;10;7;2.33;3;1;100;419.62;52;7103;2367.67;5449;1816.33;1654;551.33;63;21;151;50.33;1137;379;698;232.67;439;146.33;8;2.67;39;13;182.95;60.98;70.77;23.59;614;204.67;945;315;114;38;1496.22;1433250;477750;480.68;160.23;402;134;133.4;44.47;552.75;184.25;421.72;140.57;41.59;13.86;19.5;6.5;0.08;240;80;292.4;97.47;393.3;131.1;318.62;106.21;697.46;232.49;681.12;227.04;334.95;111.65;499.19;166.4;342.85;114.28;174.04;58.01;2746.08;2642.27;2805.48;3431.61;6;2;2;0.67
BLACK JACKETS;DM0;3;0;0.00;879;293;1;0.33;1;0.33;6;2;5;1.67;30;10;7;2.33;3;1;20;362.8;53.94;6208;2069.33;3799;1266.33;2409;803;49;16.33;205;68.33;891;297;461;153.67;430;143.33;7;2.33;37;12.33;89.87;29.96;61.77;20.59;660;220;1186;395.33;241;80.33;1504.31;1462845;487615;493.09;164.36;378.28;126.09;154.39;51.46;603.29;201.1;382.86;127.62;39.59;13.2;21.27;7.09;0.13;161;53.67;390.1;130.03;260.2;86.73;244.83;81.61;780.93;260.31;749.91;249.97;275.85;91.95;589.03;196.34;307.51;102.5;129.23;43.08;2811.76;2690.21;2895.1;3312.29;1;0.33;1;0.33
Debo & TinyToast717 & JettScamm;Debo;4;1;25.00;1876;469;3;0.75;5;1.25;10;2.5;15;3.75;30;7.5;10;2.5;2;0.5;20;485.08;46.6;11113;2778.25;8609;2152.25;2504;626;95;23.75;232;58;1962;490.5;1263;315.75;699;174.75;14;3.5;64;16;255.26;63.82;117.93;29.48;1731;432.75;829;207.25;133;33.25;1585.6;2111208;527802;563.94;140.99;623.72;155.93;232.33;58.08;719.85;179.96;612.84;153.21;87.3;21.83;33.54;8.39;0.08;415;103.75;453.6;113.4;483.3;120.82;381.81;95.45;1038.18;259.55;937.88;234.47;482.11;120.53;721.84;180.46;406.04;101.51;292.12;73.03;3083.91;2970.01;3184.61;3818.29;4;1;1;0.25
ESK;Eblockdemo89;6;6;100.00;2266;377.67;7;1.17;6;1;6;1;18;3;33;5.5;12;2;5;0.83;38.89;381.22;49.71;13133;2188.83;9078;1513;4055;675.83;103;17.17;357;59.5;2855;475.83;1582;263.67;1273;212.17;18;3;108;18;335.99;56;143.36;23.89;886;147.67;1283;213.83;166;27.67;1479.41;2947788;491298;1081.51;180.25;866.6;144.43;217.05;36.17;1324.99;220.83;739.15;123.19;101.01;16.83;36.1;6.02;0.11;323;53.83;698.7;116.45;690.7;115.12;584.3;97.38;1580.88;263.48;1325.97;220.99;839.2;139.87;951.08;158.51;702.32;117.05;511.76;85.29;2835.05;2780.9;2885.18;3562.63;3;0.5;5;0.83
ESK;Etro;6;6;100.00;2800;466.67;10;1.67;6;1;4;0.67;27;4.5;33;5.5;12;2;3;0.5;37.04;401.67;47.13;14349;2391.5;9524;1587.33;4825;804.17;112;18.67;394;65.67;3358;559.67;1732;288.67;1626;271;21;3.5;141;23.5;235.63;39.27;138.96;23.16;1899;316.5;1710;285;362;60.33;1541.95;3119252;519875.34;949.71;158.28;928.92;154.82;292.18;48.7;1242.17;207.03;818.48;136.41;110.17;18.36;36.19;6.03;0.08;432;72;708.6;118.1;736.4;122.73;615.83;102.64;1554.99;259.17;1278.59;213.1;892.23;148.71;967.79;161.3;655.07;109.18;547.96;91.33;2862.15;2762.42;2965.76;3627.81;11;1.83;5;0.83
BLACK JACKETS;FlaminSkvll;3;0;0.00;1102;367.33;2;0.67;0;0;6;2;8;2.67;30;10;7;2.33;1;0.33;25;330.44;50.08;5787;1929;3209;1069.67;2578;859.33;39;13;230;76.67;1029;343;445;148.33;584;194.67;5;1.67;52;17.33;50.89;16.96;84.91;28.3;232;77.33;768;256;71;23.67;1479.72;1431803;477267.66;509.14;169.71;399.46;133.15;111.14;37.05;542.29;180.76;406.97;135.66;70.5;23.5;20.39;6.8;0.12;174;58;331.3;110.43;336.3;112.1;307.32;102.44;712.42;237.47;700.48;233.49;319.28;106.43;546.14;182.05;300.26;100.09;173.33;57.78;2824.31;2628.97;2945.5;3414.45;1;0.33;3;1
RAE;Garnet-_-123;3;0;0.00;1133;377.67;2;0.67;1;0.33;7;2.33;6;2;35;11.67;11;3.67;5;1.67;33.33;445.65;50.12;7657;2552.33;5745;1915;1912;637.33;68;22.67;151;50.33;1429;476.33;1102;367.33;327;109;12;4;31;10.33;116.35;38.78;133.66;44.55;1094;364.67;932;310.67;104;34.67;1561.8;1530306;510102;465.47;155.16;388.65;129.55;192.84;64.28;580.46;193.49;427.68;142.56;38.82;12.94;21.38;7.13;0.08;268;89.33;334.2;111.4;351.7;117.23;321.11;107.04;725.86;241.95;747.89;249.3;299.08;99.69;568.03;189.34;318.45;106.15;160.5;53.5;2665.02;2686.86;2676.54;3703.15;2;0.67;4;1.33
NECRO;Ghostyloves69;2;2;100.00;777;388.5;3;1.5;2;1;1;0.5;8;4;11;5.5;2;1;0;0;37.5;369.62;45.26;3868;1934;2339;1169.5;1529;764.5;29;14.5;134;67;898;449;444;222;454;227;5;2.5;40;20;55.59;27.79;59.74;29.87;152;76;564;282;69;34.5;1513.43;963513;481756.5;319.87;159.93;275.33;137.67;79.25;39.62;395.57;197.79;254.19;127.1;24.7;12.35;8.02;4.01;0.11;74;37;197.3;98.65;212;106;186.4;93.2;488.05;244.02;380.32;190.16;294.12;147.06;279.99;139.99;216.48;108.24;177.99;89;3060.48;3164.16;2963.72;3878.28;4;2;5;2.5
AE;Jerry_Da_Man;4;1;25.00;1056;264;0;0;2;0.5;4;1;6;1.5;34;8.5;15;3.75;7;1.75;0;388.53;43;9449;2362.25;5718;1429.5;3731;932.75;65;16.25;336;84;1977;494.25;696;174;1281;320.25;8;2;112;28;181.47;45.37;78.69;19.67;1293;323.25;885;221.25;120;30;1480.47;2003162;500790.5;726.43;181.61;589.63;147.41;154.84;38.71;900.72;225.18;509.79;127.45;60.37;15.09;25.92;6.48;0.11;222;55.5;533.2;133.3;423;105.75;406.96;101.74;1063.92;265.98;949.54;237.38;521.34;130.34;706.76;176.69;468.74;117.18;295.4;73.85;2974.57;2798.04;3137.19;3903.59;8;2;1;0.25
Debo & TinyToast717 & JettScamm;JettScamm;3;1;33.33;1083;361;3;1;2;0.67;4;1.33;7;2.33;21;7;8;2.67;3;1;42.86;380.74;43.87;6795;2265;4622;1540.67;2173;724.33;52;17.33;183;61;1105;368.33;524;174.67;581;193.67;7;2.33;47;15.67;166.96;55.65;53.72;17.91;550;183.33;526;175.33;96;32;1519.25;1506706;502235.34;486.77;162.26;432.18;144.06;144.49;48.16;614.71;204.9;409.39;136.46;39.33;13.11;23.33;7.78;0.07;335;111.67;415.3;138.43;286.1;95.37;234.27;78.09;829.17;276.39;752.1;250.7;311.33;103.78;560.02;186.67;334.15;111.38;169.27;56.42;3050.82;3128.85;2963.72;3690.15;0;0;4;1.33
SNOWBUDDIES;Jordo37_;2;2;100.00;713;356.5;2;1;1;0.5;1;0.5;6;3;15;7.5;4;2;2;1;33.33;433.14;42.88;4946;2473;3403;1701.5;1543;771.5;38;19;135;67.5;678;339;272;136;406;203;3;1.5;36;18;98.06;49.03;33.43;16.72;900;450;425;212.5;30;15;1703.63;1108374;554187;239.23;119.61;287.07;143.54;168.51;84.26;363.42;181.71;280.43;140.21;50.96;25.48;13.04;6.52;0.09;153;76.5;223.7;111.85;207.8;103.9;205.85;102.93;488.95;244.48;433.99;216.99;260.82;130.41;330.67;165.33;199.43;99.71;164.7;82.35;2915.59;2826.71;3013.48;3889.52;4;2;2;1
