team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;avg distance to ball per game;avg distance to ball has possession per game;avg distance to ball no possession per game;avg distance to team mates per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
NCN;Zerox;6;6;100.00;2852;475.33;6;1;12;2;8;1.33;17;2.83;45;7.5;9;1.5;4;0.67;35.29;397.37;54.44;14710;2451.67;10582;1763.67;4128;688;129;21.5;361;60.17;3217;536.17;2066;344.33;1151;191.83;26;4.33;103;17.17;205.27;34.21;250.96;41.83;1143;190.5;2503;417.17;571;95.17;1616.86;3270923;545153.81;860.11;143.35;916.04;152.67;385.11;64.18;1040.05;173.34;925.13;154.19;196.06;32.68;58.2;9.7;0.13;431;71.83;714.1;119.02;709.4;118.23;609.67;101.61;1551.58;258.6;1293.91;215.65;867.33;144.56;951.45;158.57;679.1;113.18;530.72;88.45;2994.53;2866.32;3186.4;3954.44;2;0.33;4;0.67
HAVOC;boywunder;7;6;85.71;3730;532.86;9;1.29;10;1.43;13;1.86;21;3;33;4.71;9;1.29;3;0.43;42.86;436.29;51.03;18074;2582;12234;1747.71;5840;834.29;141;20.14;523;74.71;3754;536.29;2132;304.57;1622;231.71;25;3.57;144;20.57;273.45;39.06;160.09;22.87;1506;215.14;1425;203.57;193;27.57;1636.75;3874835;553547.88;943.24;134.75;1131.03;161.58;444.73;63.53;1385.75;197.96;986.96;140.99;146.3;20.9;51.8;7.4;0.14;389;55.57;826.6;118.09;824.3;117.76;655.23;93.6;1863.79;266.26;1583.26;226.18;935.74;133.68;1129.16;161.31;849.04;121.29;540.79;77.26;2861.42;2786.46;2946.14;3717.15;4;0.57;2;0.29
HAVOC;drkmist;3;3;100.00;840;280;1;0.33;3;1;4;1.33;5;1.67;18;6;3;1;1;0.33;20;453.89;50.7;8114;2704.67;5384;1794.67;2730;910;69;23;225;75;1513;504.33;660;220;853;284.33;8;2.67;67;22.33;137.27;45.76;102.59;34.2;1628;542.67;1466;488.67;156;52;1701.03;1668635;556211.69;335.1;111.7;516.59;172.2;195.14;65.05;680.22;226.74;331.35;110.45;35.26;11.75;18.45;6.15;0.09;198;66;383.5;127.83;318.3;106.1;261.69;87.23;785.13;261.71;697.43;232.48;349.39;116.46;522.02;174.01;334.5;111.5;190.3;63.43;3237.74;3180.33;3307.27;3777.31;2;0.67;3;1
NECRO BLOODLUST;ezcork;4;1;25.00;1501;375.25;3;0.75;1;0.25;8;2;11;2.75;40;10;11;2.75;1;0.25;27.27;435.24;45.94;11877;2969.25;7675;1918.75;4202;1050.5;91;22.75;344;86;1861;465.25;764;191;1097;274.25;9;2.25;87;21.75;219.74;54.94;161.85;40.46;1619;404.75;1347;336.75;144;36;1608.38;2487274;621818.5;642.51;160.63;704.14;176.04;282.4;70.6;949.72;237.43;623.77;155.94;55.56;13.89;46.28;11.57;0.12;387;96.75;652.2;163.05;501.9;125.48;422.43;105.61;1206.6;301.65;1143.48;285.87;485.56;121.39;890.85;222.71;473.35;118.34;264.84;66.21;3048.22;3019.02;3042.44;3585.77;3;0.75;4;1
TF;iBallistictyler;6;3;50.00;2382;397;3;0.5;7;1.17;8;1.33;16;2.67;45;7.5;16;2.67;7;1.17;18.75;375.73;40.96;13088;2181.33;8727;1454.5;4361;726.83;100;16.67;359;59.83;2585;430.83;1214;202.33;1371;228.5;14;2.33;112;18.67;356.47;59.41;164.02;27.34;1341;223.5;1155;192.5;99;16.5;1508.36;3011136;501856;1002.89;167.15;884.02;147.34;252.9;42.15;1076.14;179.36;914.77;152.46;148.92;24.82;37.65;6.27;0.1;369;61.5;746;124.33;637.8;106.3;567.31;94.55;1572.5;262.08;1413.44;235.57;726.38;121.06;1055.45;175.91;673.04;112.17;411.34;68.56;2759.66;2673.36;2856.03;3650.29;3;0.5;8;1.33
LUTHREXI;illziah;4;3;75.00;1493;373.25;4;1;2;0.5;5;1.25;10;2.5;29;7.25;7;1.75;1;0.25;40;431.38;47.83;11632;2908;8097;2024.25;3535;883.75;88;22;288;72;1817;454.25;1141;285.25;676;169;13;3.25;62;15.5;325.75;81.44;119.22;29.81;1584;396;762;190.5;164;41;1533.35;2366402;591600.5;733.42;183.35;675.52;168.88;216.75;54.19;969.32;242.33;566.17;141.54;90.21;22.55;31.38;7.84;0.08;376;94;621.9;155.48;470.2;117.55;399.32;99.83;1226.37;306.59;1081.87;270.47;543.83;135.96;819.32;204.83;489.14;122.29;317.24;79.31;3095.32;3115.74;3078.05;3852.24;3;0.75;5;1.25
NCN;kismet.;3;3;100.00;1077;359;2;0.67;0;0;6;2;9;3;24;8;4;1.33;1;0.33;22.22;404.54;51.09;7260;2420;5354;1784.67;1906;635.33;62;20.67;152;50.67;1778;592.67;1157;385.67;621;207;13;4.33;49;16.33;143.93;47.98;110.72;36.91;1528;509.33;864;288;158;52.67;1574.05;1586566;528855.31;465.38;155.13;432.5;144.17;179.71;59.9;639.25;213.08;376.57;125.52;61.78;20.59;13.23;4.41;0.11;116;38.67;391.2;130.4;348.4;116.13;326.83;108.94;750.75;250.25;647.7;215.9;429.88;143.29;472.17;157.39;352.12;117.37;253.29;84.43;3106.85;3104.29;3118.58;4052.3;2;0.67;0;0
NINJAS;s0xxqt;7;3;42.86;2771;395.86;5;0.71;12;1.71;8;1.14;20;2.86;61;8.71;21;3;9;1.29;25;386.76;47.01;16446;2349.43;12097;1728.14;4349;621.29;142;20.29;402;57.43;3103;443.29;1666;238;1437;205.29;20;2.86;134;19.14;225.21;32.17;245.96;35.14;2163;309;2232;318.86;355;50.71;1582.42;3789882;541411.69;1089.56;155.65;1080.92;154.42;414.08;59.15;1481.03;211.58;996.85;142.41;106.68;15.24;45.33;6.48;0.12;387;55.29;717;102.43;939.3;134.19;808.35;115.48;1776.2;253.74;1542.98;220.43;1041.58;148.8;1093.04;156.15;878.5;125.5;613.03;87.58;3006.46;2865.57;3159.49;3704.45;8;1.14;6;0.86
ONYX;sxntinal;4;1;25.00;1424;356;1;0.25;3;0.75;8;2;5;1.25;40;10;12;3;7;1.75;20;429.82;45.57;9717;2429.25;7136;1784;2581;645.25;81;20.25;223;55.75;1800;450;1311;327.75;489;122.25;15;3.75;44;11;224.93;56.23;103.47;25.87;1610;402.5;944;236;199;49.75;1543.92;2089673;522418.25;635.66;158.92;548.57;137.14;250.27;62.57;781.66;195.42;590.44;147.61;62.36;15.59;29.18;7.29;0.12;241;60.25;499.6;124.9;443.5;110.88;371.86;92.97;1062.62;265.65;1050.62;262.65;383.85;95.96;836.42;209.11;385.91;96.48;212.14;53.03;2871.77;2852.87;2883.34;3789.97;5;1.25;11;2.75
BS;tinyboss;3;0;0.00;610;203.33;1;0.33;1;0.33;3;1;7;2.33;24;8;14;4.67;4;1.33;14.29;398.22;38.62;6810;2270;4326;1442;2484;828;46;15.33;208;69.33;1682;560.67;997;332.33;685;228.33;10;3.33;59;19.67;168.34;56.11;62.5;20.83;1262;420.67;245;81.67;2;0.67;1540.44;1546431;515477;499.24;166.41;404.17;134.72;178.94;59.65;610.24;203.41;408.71;136.24;63.41;21.14;22.82;7.61;0.09;250;83.33;371;123.67;291.3;97.1;334.23;111.41;748.13;249.38;727.56;242.52;354.8;118.27;598.8;199.6;268.65;89.55;214.91;71.64;2882.69;2905.03;2852.56;3490.99;5;1.67;5;1.67
ESK;tnk_knights;3;3;100.00;761;253.67;3;1;1;0.33;1;0.33;7;2.33;17;5.67;4;1.33;2;0.67;42.86;381.38;41.83;6487;2162.33;3995;1331.67;2492;830.67;46;15.33;215;71.67;1358;452.67;441;147;917;305.67;6;2;80;26.67;163.72;54.57;45.44;15.15;818;272.67;539;179.67;163;54.33;1523.13;1497314;499104.66;472.76;157.59;458.16;152.72;115.48;38.49;634.3;211.43;371.64;123.88;40.48;13.49;20.9;6.97;0.11;196;65.33;322;107.33;316.3;105.43;289.01;96.34;757.4;252.47;605.44;201.81;440.97;146.99;425.41;141.8;367.67;122.56;253.33;84.44;2942.78;2923.25;2955.56;3692.07;2;0.67;2;0.67
BS;xan;3;0;0.00;1072;357.33;3;1;0;0;3;1;7;2.33;24;8;14;4.67;5;1.67;42.86;436.51;42.82;7057;2352.33;5191;1730.33;1866;622;62;20.67;142;47.33;963;321;616;205.33;347;115.67;8;2.67;30;10;185.94;61.98;69.99;23.33;1202;400.67;963;321;151;50.33;1600.04;1600713;533571;431.68;143.89;456.04;152.01;191.46;63.82;530.65;176.88;481.34;160.45;67.2;22.4;16.67;5.56;0.09;179;59.67;386;128.67;313.1;104.37;281.66;93.89;797.52;265.84;767.22;255.74;311.95;103.98;620.13;206.71;267.5;89.17;191.54;63.85;2747.05;2599.81;2837.23;3541.16;4;1.33;5;1.67
SB;yert;3;0;0.00;938;312.67;1;0.33;1;0.33;4;1.33;10;3.33;25;8.33;11;3.67;3;1;10;524.28;45.56;8817;2939;6460;2153.33;2357;785.67;73;24.33;204;68;1575;525;819;273;756;252;10;3.33;67;22.33;193.85;64.62;73.94;24.65;1757;585.67;719;239.67;94;31.33;1726.22;1701269;567089.69;337.32;112.44;421.86;140.62;290.05;96.68;530.03;176.68;457.74;152.58;61.46;20.49;21.99;7.33;0.09;241;80.33;331.1;110.37;329.1;109.7;357.57;119.19;691.66;230.55;642.97;214.32;406.25;135.42;473.58;157.86;335.74;111.91;239.9;79.97;2868.81;2700.9;3048.58;3818.05;4;1.33;3;1
